id,name,description,address,city,state,zip_code,phone,email,website,services,state_abbreviation,business_description
173,Hyperion Solar Energy,Not Found,"2700 E Foothill Blvd, Pasadena, CA, 91107",Pasadena,CA,91107,16268897342,,http://www.hyperionsolarenergy.com,"[""Not Found""]",CA,
174,Adams Power Services,"Solar Photovoltaic installation, and DC power systems installation and service supporting the telecommunications industry. This includes DC power system installation ( Rectifier and inverter systems, battery systems) and battery load testing and maintenance.","19 Family Lane, Westfield, MA, 01085",Westfield,MA,1085,14135682720,dtremblay@adamspowerservices.com,http://www.adamspwr.comcastbiz.net,"[""Solar Photovoltaic installation, and DC power systems installation and service supporting the telecommunications industry. This includes DC power system installation ( Rectifier and inverter systems, battery systems) and battery load testing and maintenance.""]",MA,
175,Asheville Solar Company,Solar PV and Solar Thermal installations,"39 American Way, Fletcher, NC 28732",39 American Way,NC,28732,18285524851,,https://www.ashevillesolarcompany.com,"[""Solar PV and Solar Thermal installations""]",Fletcher,
176,"Haven Electric, Inc","Full service electrical contractor serving Arcata, Eureka, Blue Lake, Trinidad, McKinleyville, Willow Creek and surrounding areas. We offer solar, electrical, battery storage, ground screws, generators, and HVAC services.","405 Chartin Road, Blue Lake, CA, 95525",Blue Lake,CA,95525,17075025454,mark@haven-electric.com,https://www.haven-electric.com,"[""Full service electrical contractor serving Arcata, Eureka, Blue Lake, Trinidad, McKinleyville, Willow Creek and surrounding areas. We offer solar, electrical, battery storage, ground screws, generators, and HVAC services.""]",CA,
177,Go Green Industries,"Solar Installations, Re-Roofing Support, Solar Energy Systems","Suite #5, Westford, MA, 01886",Westford,MD,1886,19784961881,smc@gogreenindustries.us,http://www.gogreenindustries.us,"[""Solar Installations, Re-Roofing Support, Solar Energy Systems""]",MA,
178,Coachella Valley Solar,SOLAR INSTALLATION,"53839 Slate Dr, Coachella, CA, 92236",Coachella,CA,92236,17603911001,,http://www.coachellavalleysolar.com,"[""SOLAR INSTALLATION""]",CA,
179,5 STAR SOLAR KING,Residential solar system installation,"2449 N. Tenaya Way, Las Vegas, NV 89128",2449 N. Tenaya Way,"CA, NV, AZ, UT, TX",89128,18883234162,,http://powur.com/gary.byrd/,"[""Residential solar system installation""]",LasVegas,
180,"Focal Lighting & Electrical, Inc","Full Service Licensed Electrical Contractor, Custom Lighting, Smart Home Technologies, Generators","1933 Washington Valley Rd. Martinsville, NJ, 08836",1933 Washington Valley Rd. Martinsville,NJ,8836,17322717704,,https://www.focallighting.net,"[""Full Service Licensed Electrical Contractor, Custom Lighting, Smart Home Technologies, Generators""]",NJ,
181,Daylight Power Co,Not available,Pennsylvania,,PA,,4127311111,,http://www.daylightpowerco.com,"[""Not available""]",,
182,1 Stop Total Solutions,"Electrical services, low voltage work, smart electronic security, solar energy & water treatment, Smart Home and Smart Business, Intrusion Security, Video Surveillance Systems, Access Control Solutions, Design and Installation of Solar Energy Systems, Residential Solar Solutions, Flexible Financing and Leasing Options, Advanced filtration systems and water purification technologies, Water softening solutions for clean and safe water","2462 Sand Lake Rd, Orlando, Florida, 32809",Orlando,FL,32809,18663071877,,http://1stoptotalsolutions.com,"[""Electrical services, low voltage work, smart electronic security, solar energy & water treatment, Smart Home and Smart Business, Intrusion Security, Video Surveillance Systems, Access Control Solutions, Design and Installation of Solar Energy Systems, Residential Solar Solutions, Flexible Financing and Leasing Options, Advanced filtration systems and water purification technologies, Water softening solutions for clean and safe water""]",Florida,
183,Green Dragon Electric Green Dragon Solar,"Designing and installing photovoltaic systems, using high-quality materials, and providing exceptional workmanship.",United States,,CA,,12094233648,,http://www.greendragonelectric.com/,"[""Designing and installing photovoltaic systems, using high-quality materials, and providing exceptional workmanship.""]",,
184,Innovation Construction,We do it all!!!,"462 Hester St., San Leandro, CA, 94577",San Leandro,CA,94577,15107771877,info@innovationconstruction.biz,https://www.innovationconstruction.com,"[""We do it all!!!""]",CA,
185,Great Sky Solar,"Commercial solar energy systems, Solar panel repair, Commercial photovoltaic systems, General solar energy systems","2161 Massachusetts Ave, Cambridge, MA, 02140",Cambridge,MA,2140,18884513979,,https://www.greatskysolar.com,"[""Commercial solar energy systems, Solar panel repair, Commercial photovoltaic systems, General solar energy systems""]",MA,
186,A&J Solar Electric,"Solar Energy Contractor offering complete installation, maintenance, and any electrical needs for Residential, Commercial, and Agricultural clientele. Services include Solar Installation, Electrical Work, Electric Vehicle Plug, Residential Batteries, and Maintenance & Repair.","1311 Hoblitt Ave #106, Clovis, CA 93612",1311 Hoblitt Ave #106,,93612,,info@ajsolar.net,,"[""Solar Energy Contractor offering complete installation, maintenance, and any electrical needs for Residential, Commercial, and Agricultural clientele. Services include Solar Installation, Electrical Work, Electric Vehicle Plug, Residential Batteries, and Maintenance & Repair.""]",Clovis,
187,getzenithsolar.com,Copyright 2025,"1025 Avenue G St., Arlington, TX, 76011",Arlington,TX,76011,18885156199,,http://www.getzenithsolar.com,"[""Copyright 2025""]",TX,
188,Addy Solar & Electric,"Commercial and Residential solar panel installation, solar panel maintenance and monitoring.","8865 Airport Rd. Suite E,
Redding, CA, 96002,
United States",CA,CA,,15302760231,info@addyelectric.com,http://www.addysolar.com,"[""Commercial and Residential solar panel installation, solar panel maintenance and monitoring.""]",,
189,Everest Roofing,"Roofing services including new roof installations, repairs, and maintenance for residential and commercial properties.","4212 San Felipe St #193, Houston, TX, 77027",Houston,TX,77027,18325790260,,http://www.everestroofingtexas.com,"[""Roofing services including new roof installations, repairs, and maintenance for residential and commercial properties.""]",TX,
190,Gurr Brothers Construction LLC,"Water Damage Reconstruction, Fire Damage Repair, Commercial Restoration & TI, Home Renovation & Remodeling, Interior Design, Solar Installation, Restoration Reconstruction, House Paint","7125 East, Southern Avenue, Suite 109, Mesa, AZ, 85209",Mesa,AZ,85209,14808267759,Contact@GurrBrothers.com,http://www.gurrbrothers.com/,"[""Water Damage Reconstruction, Fire Damage Repair, Commercial Restoration & TI, Home Renovation & Remodeling, Interior Design, Solar Installation, Restoration Reconstruction, House Paint""]",AZ,
191,"All Tech Energy, Inc","Electrical and lighting solutions for institutions, commercial, and industrial businesses. Services include electrical, lighting, maintenance and solar","1000 East State Parkway, Suite C, Schaumburg, IL, 60173",Schaumburg,IL,60173,18478820500,Info@AllTechEnergy.com,http://www.alltechenergy.com/,"[""Electrical and lighting solutions for institutions, commercial, and industrial businesses. Services include electrical, lighting, maintenance and solar""]",IL,
192,ACES,"Geothermal and Solar PV installation, Fossil Fuel Furnace Replacements","7288 Rush Lima Road, Honeoye Falls, New York, 14472",Honeoye Falls,NY,14472,15859357186,info@aces-energy.com,http://aces-energy.com/,"[""Geothermal and Solar PV installation, Fossil Fuel Furnace Replacements""]",NewYork,
193,ERM Sustainability Institute,The ERM Sustainability Institute generates actionable insight that helps companies understand and navigate the risks and opportunities created by the sustainability transformation.,"203 Crescent Street, Suite 106, Waltham, Massachusetts, 02353",Waltham,MA,2353,15088888345,,http://www.sustainability.com,"[""The ERM Sustainability Institute generates actionable insight that helps companies understand and navigate the risks and opportunities created by the sustainability transformation.""]",Massachusetts,
194,Cox Construction Co.,"Renovation and new construction of commercial and industrial projects for Federal, State and Local agencies in California and Western United States","1210 Distribution Way, Vista, CA, 92081",Vista,CA,92081,17607279020,,http://www.coxconstructionco.com,"[""Renovation and new construction of commercial and industrial projects for Federal, State and Local agencies in California and Western United States""]",CA,
195,"A.B. Edward Enterprises, Inc.","A.B. Edward is a family-owned company that offers roofing, siding, gutter, carpentry and masonry services.","414, Mercantile Ct., Wheeling, IL, 60090",Wheeling,IL,60090,18478271605,,http://www.abedward.com/,"[""A.B. Edward is a family-owned company that offers roofing, siding, gutter, carpentry and masonry services.""]",IL,
196,Eurosolar-x,"commercial Building, Hotels, Restaurants, Factories, Warehouses, Shops Car Dealerships, Real Estate, Farms","2700 N. Atlantic Avenue, Unit #A, Daytona Beach, FL 32118",Unit #A,FL,32118,13864538580,info@eurosolar-x.com,http://www.eurosolar-x.com,"[""commercial Building, Hotels, Restaurants, Factories, Warehouses, Shops Car Dealerships, Real Estate, Farms""]",DaytonaBeach,
197,"EVS, Inc.","Professional engineering services for clean energy projects, including utility-scale solar plants, substations, and energy storage facilities.","10025 Valley View Road, Suite 140, Eden Prairie, MN, 55344",Eden Prairie,MN,55344,19526460236,info@evs-eng.com,https://evs-eng.com,"[""Professional engineering services for clean energy projects, including utility-scale solar plants, substations, and energy storage facilities.""]",MN,
198,Future Energy Solar,Solar energy solutions,"21 Olympia Ave, Unit V, Woburn, MA, 01801",Woburn,MA,1801,,sales@futureenergysolar.com,http://www.futureenergysolar.com,"[""Solar energy solutions""]",MA,
199,Energy Industries Corporation,Energy efficiency provider focused on efficiency and renewable solutions. Services include energy-efficient lighting solutions and solar photovoltaic (PV) systems installation.,98-810 Moanalu Rd,,HI,98810,18088397300,,http://www.energy-industries.com,"[""Energy efficiency provider focused on efficiency and renewable solutions. Services include energy-efficient lighting solutions and solar photovoltaic (PV) systems installation.""]",,
